plate_id,age,lat,lon,angle,rel_plate
201,0.0,0.0,0.0,0.0,701
201,2.7,62.2,-39.4,0.83,701
201,9.7,62.05,-40.59,3.18,701
201,19.0,58.77,-37.32,7.05,701
201,25.8,57.59,-36.27,9.96,701
201,33.1,56.17,-33.64,13.41,701
201,38.4,57.1,-33.0,15.91,701
201,46.3,56.95,-31.15,19.11,701
201,52.4,58.89,-31.18,21.38,701
201,55.9,61.35,-32.21,22.27,701
201,65.6,63.88,-33.61,24.75,701
201,71.6,63.41,-33.38,26.57,701
201,79.1,62.92,-34.36,30.99,701
201,83.5,61.88,-34.26,33.51,701
201,112.0,52.4,-35.0,51.3,701
201,120.6,51.6,-35.0,52.92,701
201,126.9,50.4,-33.5,54.42,701
201,131.7,50.0,-32.5,55.08,701
201,600.0,50.0,-32.5,55.08,701
