plate_id,age,lat,lon,angle,rel_plate
802,0.0,0.0,0.0,0.0,709
802,9.9,8.2,-49.4,1.53,709
802,20.2,10.7,-47.9,2.78,709
802,33.55,12.69,-44.61,5.67,709
802,40.13,13.8,-43.75,7.05,709
802,42.54,11.84,-42.32,7.53,709
802,43.79,11.84,-42.16,7.87,709
802,46.26,11.29,-41.54,8.49,709
802,47.91,9.82,-40.7,8.83,709
802,49.71,9.19,-40.63,9.21,709
802,51.74,9.31,-41.53,9.61,709
802,53.35,10.16,-43.3,9.96,709
802,55.9,9.86,-45.24,10.49,709
802,57.55,10.64,-47.47,10.78,709
802,60.92,7.1,-45.8,11.08,709
802,62.5,4.75,-44.79,11.39,709
802,64.75,4.79,-45.56,11.7,709
802,71.1,-1.2,-42.4,12.38,709
802,75.5,-4.0,-40.9,14.03,709
802,76.3,-4.6,-40.6,14.39,709
802,83.5,-1.3,-34.7,17.78,709
802,96.0,3.1,-38.5,26.5,709
802,99.0,-2.5,-34.03,26.12,709
802,120.4,10.36,153.67,-41.56,709
802,124.7,9.45,152.5,-42.91,709
802,126.7,9.3,152.0,-43.71,709
802,132.1,8.9,151.2,-46.29,709
802,134.0,8.72,151.1,-47.27,709
802,136.7,8.39,150.64,-48.16,709
802,137.9,8.25,150.44,-48.55,709
802,140.4,7.96,150.04,-49.38,709
802,148.1,6.79,146.8,-51.55,709
802,160.0,10.45,148.76,-58.19,709
802,360.0,10.45,148.76,-58.19,709
802,550.0,10.45,148.76,-58.19,709
802,550.0,11.1,-137.17,-29.65,801
802,1100.0,11.1,-137.17,-29.65,801
