plate_id,age,lat,lon,angle,rel_plate
304,0.0,0.0,0.0,0.0,301
304,19.59,0.0,0.0,0.0,301
304,33.3,-31.77,161.02,1.3,301
304,39.3,-14.1,140.1,1.16,301
304,47.09,-30.59,158.88,2.81,301
304,53.13,-29.15,160.91,3.59,301
304,56.14,-28.68,159.71,3.94,301
304,67.16,-35.27,165.43,6.06,301
304,79.08,-37.67,166.88,7.6,301
304,83.0,-39.36,170.34,9.8,301
304,112.0,-40.53,170.81,12.28,301
304,117.7,-43.22,172.81,32.55,301
304,120.6,-43.79,173.32,45.24,301
304,124.86,44.36,-5.12,-47.89,301
304,124.86,47.55,4.95,-5.27,714
304,154.16,47.55,4.95,-5.27,714
304,154.16,65.35,-15.33,-69.17,101
304,180.0,65.72,-12.82,-66.32,101
304,180.0,67.6,-41.7,5.6,714
304,200.0,67.6,-41.7,5.6,714
304,200.0,45.86,0.44,-55.66,301
304,320.0,45.86,0.44,-55.66,301
304,320.0,45.86,0.44,-55.66,305
304,600.0,45.86,0.44,-55.66,305
