plate_id,age,lat,lon,angle,rel_plate
689,0.0,0.0,0.0,0.0,690
689,25.8,0.0,0.0,0.0,690
689,26.6,4.44,169.58,-1.6,690
689,27.0,6.82,170.18,-1.88,690
689,28.0,12.07,171.21,-2.84,690
689,28.3,13.4,175.08,-2.84,690
689,28.7,15.43,-173.9,-2.77,690
689,29.4,19.85,-153.83,-2.89,690
689,30.1,19.85,-129.3,-3.04,690
689,30.5,19.85,-129.29,-3.16,690
689,30.9,19.85,-129.28,-3.74,690
689,33.1,19.02,-118.23,-4.35,690
689,35.3,19.02,-118.23,-5.3,690
689,37.0,19.02,-118.23,-6.3,690
689,40.0,19.02,-118.23,-6.3,690
