plate_id,age,lat,lon,angle,rel_plate
4014,0.0,0.0,0.0,0.0,1
4014,250.0,21.24,32.83,-99.32,1
4014,260.0,18.72,33.48,-95.11,1
4014,270.0,15.5,29.18,-92.44,1
4014,280.0,10.86,26.65,-90.82,1
4014,290.0,12.69,22.42,-87.82,1
4014,300.0,13.76,18.85,-84.81,1
4014,310.0,11.46,15.55,-77.19,1
4014,320.0,4.32,8.7,-64.94,1
4014,330.0,13.37,1.95,-64.94,1
4014,340.0,16.45,-12.79,-68.58,1
4014,350.0,20.14,-13.94,-66.86,1
4014,360.0,16.49,-8.48,-58.55,1
4014,370.0,13.06,-7.02,-45.53,1
4014,380.0,14.47,-6.39,-33.12,1
4014,390.0,15.19,-4.34,-22.6,1
4014,400.0,19.27,-1.24,-12.83,1
4014,410.0,17.99,4.46,-5.56,1
4014,420.0,-60.89,-26.07,-0.55,1
