plate_id,age,lat,lon,angle,rel_plate
604,0.0,0.0,0.0,0.0,603
604,225.0,0.0,0.0,0.0,603
604,240.0,2.5,100.5,-32.1,603
604,240.0,9.56,-46.72,-8.24,602
604,250.0,25.66,-139.07,-22.58,602
604,260.0,22.57,-125.15,-32.13,602
604,270.0,38.83,-139.52,-30.84,602
604,275.0,40.75,-139.86,-29.9,602
604,280.0,46.89,-144.71,-28.66,602
604,290.0,48.56,-166.21,-27.91,602
604,300.0,47.25,173.88,-27.93,602
604,310.0,47.02,174.5,-26.17,602
604,320.0,45.64,172.18,-25.85,602
604,330.0,44.79,169.6,-25.16,602
604,380.0,37.92,159.61,-22.04,602
604,390.0,35.48,138.04,-29.37,602
604,410.0,35.48,138.04,-29.37,602
604,480.0,34.84,-163.3,-17.36,602
604,550.0,34.84,-163.3,-17.36,602
