plate_id,age,lat,lon,angle,rel_plate
4002,0.0,0.0,0.0,0.0,1
4002,250.0,32.09,-65.71,136.99,1
4002,260.0,-33.0,115.68,-133.14,1
4002,270.0,-35.6,115.24,-123.93,1
4002,280.0,-38.46,114.49,-110.66,1
4002,290.0,36.94,-72.62,99.67,1
4002,300.0,34.91,-78.92,91.71,1
4002,310.0,37.03,-78.79,78.8,1
4002,320.0,36.58,-67.08,63.33,1
4002,330.0,28.12,-64.43,55.45,1
4002,340.0,12.48,-68.28,40.75,1
4002,350.0,8.59,-60.14,35.12,1
4002,360.0,13.08,-56.13,26.07,1
4002,370.0,57.91,-93.88,23.55,1
4002,380.0,53.31,-112.83,13.94,1
4002,390.0,-31.44,56.7,-8.41,1
4002,400.0,40.61,-121.62,9.11,1
4002,410.0,-28.07,-34.15,-5.1,1
4002,420.0,0.0,0.0,0.0,1
