plate_id,age,lat,lon,angle,rel_plate
701,0.0,0.0,0.0,0.0,0
701,10.0,-36.66,146.72,1.61,0
701,20.0,-35.58,156.74,3.52,0
701,30.0,-36.19,153.99,5.85,0
701,40.0,-37.63,147.3,9.09,0
701,50.0,-42.8,147.61,9.83,0
701,60.0,-56.84,149.31,11.47,0
701,70.0,-51.4,149.04,15.75,0
701,80.0,-30.59,156.2,19.06,0
701,90.0,-22.76,156.1,21.48,0
701,100.0,-16.58,156.03,24.22,0
701,110.0,-17.11,155.9,26.11,0
701,120.0,-17.57,155.79,28.01,0
701,120.0,0.0,171.31,36.41,11
701,130.0,0.0,170.91,40.66,11
701,140.0,0.0,172.1,44.16,11
701,150.0,0.0,167.16,36.88,11
701,160.0,0.0,165.77,34.63,11
701,170.0,0.0,163.58,34.22,11
701,180.0,0.0,168.36,27.96,11
701,190.0,0.0,166.42,23.18,11
701,200.0,0.0,152.21,20.99,11
701,210.0,0.0,146.25,25.39,11
701,220.0,0.0,140.37,31.64,11
701,230.0,0.0,140.01,37.02,11
701,240.0,0.0,146.12,41.66,11
701,250.0,-2.78,150.08,45.34,11
701,250.0,-2.78,150.08,45.34,1
701,260.0,-3.81,148.98,45.87,1
701,270.0,7.4,-35.85,-51.9,1
701,280.0,-7.21,143.43,58.41,1
701,290.0,-14.93,137.7,60.97,1
701,300.0,20.57,-47.73,-64.52,1
701,310.0,19.53,-53.66,-67.86,1
701,320.0,11.5,-60.73,-74.46,1
701,330.0,7.86,-66.19,-73.18,1
701,340.0,13.52,-74.58,-76.26,1
701,350.0,1.55,-69.58,-72.48,1
701,360.0,8.81,115.68,77.64,1
701,370.0,18.89,126.95,89.51,1
701,380.0,15.33,120.65,88.91,1
701,390.0,-15.29,-62.94,-81.53,1
701,400.0,-14.06,-67.19,-72.25,1
701,410.0,-9.35,-75.71,-64.06,1
701,420.0,5.99,-92.66,-67.78,1
701,430.0,14.65,-107.1,-82.48,1
701,440.0,9.11,-108.91,-96.15,1
701,450.0,6.94,-110.79,-111.15,1
701,460.0,11.07,-118.2,-124.37,1
701,470.0,12.77,-115.52,-129.29,1
701,480.0,18.3,-120.15,-135.48,1
701,490.0,23.06,-130.91,-148.84,1
701,500.0,26.66,-140.67,-154.56,1
701,510.0,31.24,-144.41,-146.64,1
701,520.0,30.22,-139.72,-127.55,1
701,530.0,25.12,-136.31,-109.38,1
701,540.0,20.18,-135.59,-94.43,1
701,550.0,14.8,-134.33,-84.71,1
701,1100.0,0.0,128.5,151.09,1
701,1110.0,0.0,128.5,151.09,1
