plate_id,age,lat,lon,angle,rel_plate
531,0.0,50.4,1.4,94.58,701
531,120.0,50.4,1.4,94.58,701
531,140.0,50.7,1.61,89.08,701
531,154.0,50.9,1.74,79.64,701
531,160.0,51.0,1.8,75.6,701
531,180.0,51.4,2.1,62.09,701
531,190.0,51.6,1.8,55.3,701
531,200.0,51.9,1.5,48.52,701
531,210.0,52.3,1.0,41.74,701
531,220.0,52.8,0.4,34.97,701
531,230.0,53.6,-0.6,28.2,701
531,240.0,54.8,-2.1,21.44,701
531,250.0,57.0,-5.4,14.71,701
531,260.0,62.4,-16.3,8.08,701
531,270.0,51.8,-120.3,2.51,701
531,280.0,-30.7,-162.5,6.29,701
