plate_id,age,lat,lon,angle,rel_plate
6009,0.0,0.0,0.0,0.0,1
6009,250.0,-47.68,88.49,-87.91,1
6009,260.0,-45.78,80.81,-86.37,1
6009,270.0,-45.91,74.82,-80.53,1
6009,275.0,-47.31,71.97,-78.7,1
6009,280.0,-47.63,69.77,-73.27,1
6009,290.0,-41.46,64.08,-66.06,1
6009,300.0,-35.81,59.59,-60.82,1
6009,310.0,-31.5,47.97,-50.73,1
6009,320.0,-35.31,27.11,-38.3,1
6009,330.0,-47.11,31.56,-30.52,1
6009,340.0,-29.17,24.84,-21.05,1
6009,350.0,-30.96,20.81,-20.81,1
6009,360.0,-59.41,12.56,-29.3,1
6009,370.0,-69.15,1.01,-50.95,1
6009,380.0,-66.48,-27.87,-44.85,1
6009,390.0,-73.13,-18.31,-39.37,1
6009,400.0,-74.67,-18.04,-34.6,1
6009,410.0,-74.5,-20.22,-23.91,1
6009,420.0,0.0,0.0,0.0,1
