plate_id,age,lat,lon,angle,rel_plate
302,0.0,0.0,0.0,0.0,301
302,430.0,0.0,0.0,0.0,301
302,430.0,48.93,-155.66,-123.25,1
302,435.0,48.84,-149.03,-128.73,1
302,440.0,48.12,-142.02,-133.31,1
302,445.0,47.01,-136.26,-139.32,1
302,450.0,45.07,-129.24,-142.88,1
302,460.0,39.09,-117.87,-148.66,1
302,470.0,33.26,-105.31,-149.8,1
302,480.0,28.54,-95.48,-155.14,1
302,490.0,25.98,-91.46,-164.94,1
302,500.0,23.93,-88.64,-173.44,1
302,510.0,21.68,-81.87,-179.16,1
302,520.0,19.24,-67.53,-179.7,1
302,535.0,15.76,-61.51,-182.18,1
302,540.0,15.89,-60.03,-183.65,1
302,550.0,17.33,-59.3,-186.85,1
302,570.0,17.64,-74.41,-152.22,1
302,610.0,0.0,-45.9,-121.4,1
302,700.0,16.72,-42.8,-232.98,1
302,800.0,16.12,-44.05,-233.69,1
302,850.0,12.19,-84.5,-139.85,1
302,870.0,12.19,-84.5,-139.85,1
302,895.0,17.54,-61.09,-114.25,1
302,916.0,26.73,-57.9,-104.17,1
302,966.0,26.73,-57.9,-104.17,1
302,995.0,28.56,-18.1,-248.65,1
302,1110.0,28.56,-18.1,-248.65,1
