plate_id,age,lat,lon,angle,rel_plate
4001,0.0,0.0,0.0,0.0,1
4001,250.0,-67.26,-120.28,-88.52,1
4001,260.0,68.36,56.23,88.68,1
4001,270.0,67.15,60.26,84.33,1
4001,280.0,62.7,64.99,78.5,1
4001,290.0,61.46,61.47,64.93,1
4001,300.0,61.94,58.63,53.03,1
4001,310.0,54.82,62.29,50.14,1
4001,320.0,42.59,55.19,55.25,1
4001,330.0,37.39,41.89,49.06,1
4001,340.0,17.43,34.79,38.65,1
4001,350.0,14.29,30.79,36.71,1
4001,360.0,25.71,49.46,28.54,1
4001,370.0,-46.77,-98.17,-23.68,1
4001,380.0,-32.41,-90.27,-15.66,1
4001,390.0,-21.95,-82.66,-8.75,1
4001,400.0,-58.54,-39.45,-6.12,1
4001,410.0,-21.39,-37.35,-5.85,1
4001,420.0,0.0,0.0,0.0,1
