plate_id,age,lat,lon,angle,rel_plate
550,0.0,38.54,-160.46,-8.66,511
550,83.5,38.54,-160.46,-8.66,511
550,83.5,11.5,-7.7,-37.08,801
550,99.0,6.89,0.33,-44.68,801
550,120.4,5.26,-176.95,53.96,801
550,124.0,6.56,-176.61,55.28,801
550,124.7,6.97,-176.51,55.7,801
550,126.7,7.79,-176.29,56.6,801
550,127.7,8.18,-176.19,57.04,801
550,128.2,8.3,-176.18,57.24,801
550,128.4,8.44,-176.16,57.49,801
550,129.0,8.64,-176.14,57.82,801
550,129.5,8.89,-176.12,58.24,801
550,130.2,9.13,-176.09,58.66,801
550,130.9,9.43,-176.06,59.2,801
550,132.1,9.82,-176.01,59.91,801
550,133.4,10.3,-175.96,60.81,801
550,134.0,10.68,-175.92,61.54,801
550,135.0,10.99,-175.89,62.16,801
550,135.3,11.21,-175.86,62.6,801
550,135.9,11.54,-175.83,63.28,801
550,136.2,11.8,-175.8,63.81,801
550,600.0,11.8,-175.8,63.81,801
