plate_id,age,lat,lon,angle,rel_plate
580,0.0,0.0,0.0,0.0,402
580,10.0,-39.4,-80.3,-2.8,402
580,15.0,-39.4,-80.4,-4.1,402
580,20.0,-39.4,-80.4,-5.5,402
580,25.0,-39.4,-80.4,-6.4,402
580,210.0,-39.4,-80.4,-6.4,402
580,250.0,31.0,79.4,-11.6,402
580,250.0,38.07,70.93,34.44,1
580,260.0,38.93,68.95,33.45,1
580,270.0,27.59,73.39,30.68,1
580,280.0,20.86,84.08,32.13,1
580,285.0,11.1,81.85,30.06,1
580,290.0,-1.09,79.1,27.1,1
580,300.0,-21.08,73.87,26.21,1
580,310.0,27.94,-106.23,-30.83,1
580,320.0,-21.17,81.19,39.51,1
580,330.0,10.62,-107.81,-49.62,1
580,340.0,19.63,-115.85,-55.21,1
580,350.0,7.88,-120.08,-60.11,1
580,360.0,1.44,-114.42,-62.59,1
580,370.0,-3.49,-107.04,-67.12,1
580,380.0,1.03,-110.98,-68.09,1
580,390.0,0.37,-113.17,-70.42,1
580,400.0,1.13,-112.95,-68.74,1
580,410.0,6.28,-114.23,-67.66,1
580,415.0,13.0,-117.93,-68.84,1
580,420.0,19.65,-121.74,-70.71,1
580,430.0,34.28,-120.73,-85.95,1
580,440.0,33.02,-110.11,-93.81,1
580,450.0,37.95,-108.58,-106.02,1
580,460.0,40.96,-111.81,-121.98,1
580,470.0,41.87,-119.28,-137.38,1
580,480.0,39.73,-122.26,-139.97,1
580,490.0,37.98,-131.38,-143.11,1
580,500.0,40.34,-134.16,-149.06,1
580,510.0,39.18,-139.25,-155.77,1
580,520.0,38.61,-134.3,-154.4,1
580,530.0,38.33,-129.1,-153.93,1
580,540.0,38.72,-125.93,-151.29,1
580,550.0,41.76,-123.35,-149.97,1
580,600.0,0.0,0.0,0.0,1
