plate_id,age,lat,lon,angle,rel_plate
530,0.0,50.55,1.5,96.0,534
530,80.0,49.9,1.0,121.5,534
530,130.0,50.55,1.5,96.0,534
530,140.0,50.7,1.61,89.08,534
530,154.0,50.9,1.74,79.64,534
530,160.0,51.0,1.8,75.6,534
530,180.0,51.4,2.1,62.09,534
530,190.0,51.6,1.8,55.3,534
530,200.0,51.9,1.5,48.52,534
530,210.0,52.3,1.0,41.74,534
530,220.0,52.8,0.4,34.97,534
530,230.0,53.6,-0.6,28.2,534
530,240.0,54.8,-2.1,21.44,534
530,250.0,57.0,-5.4,14.71,534
530,260.0,62.4,-16.3,8.08,534
530,270.0,51.8,-120.3,2.51,534
530,280.0,-30.7,-162.5,6.29,534
